Date,Obs,Order,ID,species,treatment ,HHMMSS,FTime,EBal?,Photo,Cond,intr_WUE,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
7/10/21,1,537,1_9,CADE,1,11:42:31,103.9999977,0,5.80888081,0.128591276,45.17321074,304.5232997,2.621803612,2.005570136,24.31112671,6,1.420000017,0.5,2.55600003,25.06540108,24.31112671,25.11601257,399.9696045,391.7602234,7.81373167,10.92786026,23.42673111,32.76335526,499.6234741,1999.413696,192.4863281,95.70381927,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83270579,0.002621804,297.4611267,298.2154011,319.9061843,2.421837171,3.0514081,31.88386966,20.9560094,24.68826389,3.12105964,0.122431785,1.045837963,2.075221677,0.077050403,29.14404284,0.77732062,36.05337529,388.6921526,0.005388062
7/10/21,2,538,1_9,CADE,1,11:42:32,103.9999977,0,5.80888081,0.128591276,45.17321074,304.5232997,2.621803612,2.005570136,24.31112671,6,1.420000017,0.5,2.55600003,25.06540108,24.31112671,25.11601257,399.9696045,391.7602234,7.81373167,10.92786026,23.42673111,32.76335526,499.6234741,1999.413696,192.4863281,95.70381927,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83270579,0.002621804,297.4611267,298.2154011,319.9061843,2.421837171,3.0514081,31.88386966,20.9560094,24.68826389,3.12105964,0.122431785,1.045837963,2.075221677,0.077050403,29.14404284,0.77732062,36.05337529,388.6921526,0.005388062
7/10/21,3,539,1_9,CADE,1,11:42:32,104.4999977,0,5.811025707,0.128371533,45.26724556,304.3481389,2.620654441,2.007933037,24.32277107,6,1.420000017,0.5,2.55600003,25.06763649,24.32277107,25.11698151,399.9592285,391.7477112,7.812628746,10.92545319,23.42024803,32.75169373,499.6149292,1999.362549,189.9446259,95.70359039,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832691549,0.002620654,297.4727711,298.2176365,319.8980007,2.421071957,3.053538134,31.90620248,20.9807493,24.69520378,3.122354245,0.122232572,1.045605097,2.076749149,0.076924164,29.12720962,0.776898321,36.01680608,388.6785075,0.005384774
7/10/21,4,540,1_9,CADE,1,11:42:33,104.9999977,0,5.786684149,0.128112774,45.16867419,304.5166189,2.619230319,2.01067125,24.33700752,6,1.420000017,0.5,2.55600003,25.06639862,24.33700752,25.11929131,399.9468079,391.7651062,7.812941074,10.92409039,23.42287254,32.74996948,499.6129761,1999.31543,189.2460785,95.70342255,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832688293,0.00261923,297.4870075,298.2163986,319.8904616,2.419657564,3.056144088,31.93348792,21.00939754,24.70170307,3.123567084,0.121997948,1.045472838,2.078094246,0.076775489,29.14328265,0.777293879,35.97716548,388.708759,0.005355899
7/10/21,5,541,1_9,CADE,1,11:42:34,105.9999976,0,5.828767227,0.127783634,45.6143486,303.7639921,2.617668658,2.014365405,24.35619926,6,1.420000017,0.5,2.55600003,25.06913567,24.35619926,25.12270927,399.9885254,391.7573547,7.813046932,10.92222977,23.41937065,32.73905182,499.6318359,1999.227051,187.1960602,95.70342255,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832719727,0.002617669,297.5061993,298.2191357,319.876321,2.418098409,3.059660176,31.97022734,21.04799757,24.71266747,3.125614094,0.121699441,1.045294771,2.080319323,0.076586338,29.07125369,0.775388103,35.92424754,388.6787805,0.00538733
8/16/21,61,775,1_9_oldleaf,CADE,1,10:53:39,2713.999939,0,14.1724737,0.427793358,46.06946294,288.8408729,3.310054247,0.831669555,26.3365593,6,1.420000017,1,2.840000033,26.65693665,26.3365593,26.64462852,399.2917175,353.1710205,17.38562202,27.06720352,47.80029678,74.41898346,199.5827026,2001.234741,35.02882004,96.4405365,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332637838,0.003310054,299.4865593,299.8069366,320.1975514,2.01904065,3.442045184,35.69085479,8.623651271,26.49674797,3.474724514,0.371790076,2.610375629,0.864348885,0.236825522,27.85596874,0.817849869,78.32075646,346.4341053,0.032040692
8/16/21,62,776,1_9_oldleaf,CADE,1,10:53:39,2713.999939,0,14.1724737,0.427793358,46.16963272,288.8408729,3.310054247,0.831669555,26.3365593,6,1.420000017,1,2.840000033,26.65693665,26.3365593,26.64462852,399.2917175,353.1710205,17.38562202,27.06720352,47.80029678,74.41898346,199.5827026,2001.234741,35.02882004,96.4405365,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332637838,0.003310054,299.4865593,299.8069366,320.1975514,2.01904065,3.442045184,35.69085479,8.623651271,26.49674797,3.474724514,0.371790076,2.610375629,0.864348885,0.236825522,27.85596874,0.817849869,78.32075646,346.4341053,0.032040692
8/16/21,63,777,1_9_oldleaf,CADE,1,10:53:40,2714.499939,0,14.14318703,0.42813436,46.2698025,288.9827739,3.311222339,0.831384907,26.33646011,6,1.420000017,1,2.840000033,26.65564156,26.33646011,26.64315033,399.1801758,353.1463623,17.38497734,27.06998253,47.80210495,74.43219757,199.5819855,2001.277588,34.46959305,96.4404068,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332636642,0.003311222,299.4864601,299.8056416,320.2044069,2.018376575,3.442025034,35.69069385,8.620711324,26.49605083,3.47458171,0.372047612,2.610640127,0.863941583,0.236992718,27.86961627,0.818308794,78.33028155,346.4233685,0.031979362
8/16/21,64,778,1_9_oldleaf,CADE,1,10:53:41,2714.999939,0,14.10826194,0.428653962,46.36997228,289.1481957,3.313059087,0.830971262,26.33577919,6,1.420000017,1,2.840000033,26.65406799,26.33577919,26.64157486,399.0277405,353.098999,17.38275146,27.07277298,47.80052567,74.44694519,199.5887451,2001.317505,33.86161041,96.44063568,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332647909,0.003313059,299.4857792,299.804068,320.2107936,2.017413849,3.441886698,35.68917473,8.616401748,26.49492359,3.474350812,0.37243993,2.610915436,0.863435376,0.237247425,27.8856358,0.818887044,78.34362147,346.392607,0.031908658
8/16/21,65,779,1_9_oldleaf,CADE,1,10:53:41,2715.499939,0,14.0775054,0.429021091,46.47014206,289.2953659,3.31513204,0.830869401,26.33769035,6,1.420000017,1,2.840000033,26.65234375,26.33769035,26.64009857,398.9102783,353.0718079,17.38175583,27.07784462,47.80265808,74.46848297,199.587616,2001.315186,33.38682938,96.44067383,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332646027,0.003315132,299.4876904,299.8023438,320.2104225,2.01588907,3.442274982,35.69318676,8.615342137,26.49501705,3.474369955,0.372717051,2.611405581,0.862964374,0.237427347,27.89984003,0.819366938,78.35104868,346.380036,0.03184327
8/16/21,56,770,1_9_youngleaf,CADE,1,10:51:36,2591.499942,0,5.979765842,0.329282436,45.56861404,340.8410508,3.114650012,0.985372746,27.01012039,6,1.420000017,1,2.840000033,27.14683342,27.01012039,27.1282959,400.2917175,378.7676086,17.80587578,26.91762352,47.56557465,71.90616608,199.5760498,1999.667725,164.1058655,96.43923187,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.33262675,0.00311465,300.1601204,300.2968334,319.9468288,2.08806398,3.581287682,37.13517427,10.21755075,27.07847691,3.595689776,0.295070615,2.595914936,0.99977484,0.187215261,32.87044913,0.899868529,74.52845897,375.9251143,0.011855093
8/16/21,57,771,1_9_youngleaf,CADE,1,10:51:37,2591.499942,0,5.979765842,0.329282436,45.66878382,340.8410508,3.114650012,0.985372746,27.01012039,6,1.420000017,1,2.840000033,27.14683342,27.01012039,27.1282959,400.2917175,378.7676086,17.80587578,26.91762352,47.56557465,71.90616608,199.5760498,1999.667725,164.1058655,96.43923187,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.33262675,0.00311465,300.1601204,300.2968334,319.9468288,2.08806398,3.581287682,37.13517427,10.21755075,27.07847691,3.595689776,0.295070615,2.595914936,0.99977484,0.187215261,32.87044913,0.899868529,74.52845897,375.9251143,0.011855093
8/16/21,58,772,1_9_youngleaf,CADE,1,10:51:38,2591.999942,0,5.94025937,0.329029439,45.7689536,341.0556497,3.112857639,0.985494903,27.00695801,6,1.420000017,1,2.840000033,27.14537048,27.00695801,27.12649727,400.1993103,378.7961426,17.80296898,26.90938187,47.56203079,71.89052582,199.5797424,1999.634766,164.1190033,96.43951416,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332632904,0.003112858,300.156958,300.2953705,319.9415553,2.089133269,3.580622617,37.12816938,10.21878751,27.07616425,3.595201694,0.294867443,2.595127714,1.000073981,0.1870844,32.89124116,0.900367273,74.51873612,375.9724278,0.011773752
8/16/21,59,773,1_9_youngleaf,CADE,1,10:51:38,2592.499942,0,5.911754789,0.329038178,45.86912338,341.2442896,3.11181082,0.985144996,27.00429344,6,1.420000017,1,2.840000033,27.14427567,27.00429344,27.12512016,400.1480103,378.8313599,17.80378914,26.90717697,47.56732178,71.88931274,199.5793762,1999.611572,164.1296844,96.43959808,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332632294,0.003111811,300.1542934,300.2942757,319.9378444,2.089829086,3.580062329,37.12232734,10.21515037,27.07428455,3.594805033,0.294874462,2.594917333,0.9998877,0.18708892,32.90946213,0.900781524,74.52397311,376.0211948,0.011716559
8/16/21,60,774,1_9_youngleaf,CADE,1,10:51:39,2593.499942,0,5.827687554,0.329040996,45.96929316,341.7716468,3.11069301,0.98479712,26.99811363,6,1.420000017,1,2.840000033,27.1414032,26.99811363,27.12268066,399.9740295,378.9119873,17.79764366,26.8972683,47.55899048,71.87507629,199.5922241,1999.596558,164.1485901,96.4397583,0.7621966,0.036082797,0.052262027,0.008292885,0.029909775,0.009384986,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332653707,0.003110693,300.1481136,300.2914032,319.9354421,2.090814136,3.578763173,37.10879451,10.21152621,27.06975842,3.593850061,0.294876725,2.593966053,0.999884008,0.187090378,32.96037501,0.901981616,74.52405539,376.1417837,0.011546255
6/17/21,136,136,10_10,CADE,0,12:09:02,7475.499833,0,1.453104605,0.013161261,110.4077037,212.4840395,0.227072087,1.619931228,21.64220238,6,1.420000017,0.5,2.840000033,19.02662086,21.64220238,17.49691963,400.1549377,398.3011169,9.979631424,10.24955273,43.03216934,44.19607162,499.5782776,1999.974487,1684.212402,95.24545288,-1.063224792,0.197147161,0.025663065,0.001353715,0.020747978,0.002030001,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832630463,0.000227072,294.7922024,292.1766209,319.9959108,3.213556967,2.596154519,27.25751667,17.00796394,20.33441162,2.395651347,0.01310055,0.976223291,1.419428055,0.008193277,20.23813857,0.533475882,36.70346213,397.6103806,0.001341363
6/17/21,137,137,10_10,CADE,0,12:09:03,7475.999833,0,1.48978015,0.013123355,113.521287,207.5506149,0.226239162,1.618646415,21.63371658,6,1.420000017,0.5,2.840000033,19.02695274,21.63371658,17.49666214,400.1893616,398.2919006,9.979941368,10.2488718,43.03273392,44.19234467,499.5800476,1999.990234,1684.782349,95.24571991,-1.063224792,0.197147161,0.025663065,0.001353715,0.020747978,0.002030001,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832633413,0.000226239,294.7837166,292.1769527,319.9984303,3.21515019,2.594807589,27.24329861,16.9944268,20.33033466,2.395048136,0.013062992,0.976161173,1.418886963,0.008169772,19.76830773,0.521101771,36.72047372,397.5837305,0.001375947
6/17/21,138,138,10_10,CADE,0,12:09:03,7475.999833,0,1.48978015,0.013123355,113.521287,207.5506149,0.226239162,1.618646415,21.63371658,6,1.420000017,0.5,2.840000033,19.02695274,21.63371658,17.49666214,400.1893616,398.2919006,9.979941368,10.2488718,43.03273392,44.19234467,499.5800476,1999.990234,1684.782349,95.24571991,-1.063224792,0.197147161,0.025663065,0.001353715,0.020747978,0.002030001,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832633413,0.000226239,294.7837166,292.1769527,319.9984303,3.21515019,2.594807589,27.24329861,16.9944268,20.33033466,2.395048136,0.013062992,0.976161173,1.418886963,0.008169772,19.76830773,0.521101771,36.72047372,397.5837305,0.001375947
6/17/21,139,139,10_10,CADE,0,12:09:04,7476.499833,0,1.475501518,0.013087015,112.7454594,208.8220868,0.225543382,1.618138248,21.63053322,6,1.420000017,0.5,2.840000033,19.0267334,21.63053322,17.49697304,400.2106323,398.3306274,9.980765343,10.24887085,43.03701782,44.19308853,499.5760498,1999.989868,1685.250488,95.24602509,-1.063224792,0.197147161,0.025663065,0.001353715,0.020747978,0.002030001,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83262675,0.000225543,294.7805332,292.1767334,319.9983718,3.215887192,2.594302458,27.23790789,16.98903704,20.32863331,2.394796449,0.013026985,0.97616421,1.418632239,0.008147238,19.88947372,0.52424311,36.72739086,397.6292447,0.001362861
6/17/21,140,140,10_10,CADE,0,12:09:04,7476.999833,0,1.498434723,0.013100364,114.3811518,206.2514464,0.225648747,1.617266053,21.62460327,6,1.420000017,0.5,2.840000033,19.02645874,21.62460327,17.49654579,400.2558289,398.3482361,9.97988987,10.24811935,43.03411102,44.19073868,499.5787964,2000.009644,1673.672974,95.24632263,-1.063224792,0.197147161,0.025663065,0.001353715,0.020747978,0.002030001,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832631327,0.000225649,294.7746033,292.1764587,320.0015358,3.216608267,2.593361735,27.22794606,16.9798267,20.32553101,2.394337576,0.013040212,0.976095682,1.418241894,0.008155515,19.6446918,0.517766687,36.73919755,397.635952,0.001384465
6/9/21,146,376,10_10,CADE,0,13:06:42,11105,0,6.753200396,0.137792133,49.01005775,299.9657962,2.210790583,1.564380866,26.13407516,6,1.420000017,1,2.840000033,23.94235611,26.13407516,22.13381195,400.0252075,390.8752747,16.60609245,19.21067238,53.19658279,61.54019547,499.5016174,2001.488403,197.424057,95.61043549,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832502696,0.002210791,299.2840752,297.0923561,320.2381374,2.243877866,3.401121618,35.57270293,16.36203055,25.03821564,3.186929325,0.131416042,1.836740752,1.350188573,0.082685029,28.67986041,0.76742075,54.89690766,387.6651266,0.009563146
6/9/21,147,377,10_10,CADE,0,13:06:43,11106,0,6.742066755,0.137991139,48.85869342,300.2471781,2.21171744,1.562901136,26.1251297,6,1.420000017,1,2.840000033,23.94016647,26.1251297,22.13101768,400.040863,390.9043274,16.60182381,19.20735168,53.18988419,61.53762436,499.5309143,2001.641602,187.756485,95.61038971,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832551524,0.002211717,299.2751297,297.0901665,320.2626491,2.244610513,3.399323516,35.5539134,16.34656171,25.03264809,3.185871937,0.131597045,1.83642238,1.349449557,0.082799677,28.70674971,0.768083536,54.91926024,387.6994718,0.009550421
6/9/21,148,378,10_10,CADE,0,13:06:44,11106.5,0,6.751441854,0.137958066,48.93836257,300.1474378,2.209845781,1.561953839,26.11864281,6,1.420000017,1,2.840000033,23.93889618,26.11864281,22.12934494,400.0769653,390.9299011,16.60021973,19.20357513,53.18894958,61.53039169,499.5266113,2001.735229,115.9375,95.61064911,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832544352,0.002209846,299.2686428,297.0888962,320.2776296,2.246424015,3.398020123,35.54018464,16.33660951,25.02876949,3.185135497,0.131566966,1.836066284,1.349069213,0.082780625,28.69729135,0.767778154,54.92920804,387.720589,0.009564913
6/9/21,149,379,10_10,CADE,0,13:06:45,11107.5,0,6.768630126,0.137943808,49.06802432,299.960412,2.205996977,1.559423139,26.10222244,6,1.420000017,1,2.840000033,23.93591309,26.10222244,22.12482643,400.106842,390.9411316,16.59675407,19.19553375,53.18744278,61.515728,499.5386963,2001.937866,139.4138794,95.61076355,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832564494,0.002205997,299.2522224,297.0859131,320.3100514,2.250536889,3.394722778,35.50565493,16.31012117,25.01906776,3.183294052,0.131553998,1.835299639,1.347994413,0.082772411,28.67944402,0.767277699,54.95929542,387.723649,0.00959444
6/9/21,150,380,10_10,CADE,0,13:06:46,11108.5,0,6.824624611,0.137754835,49.54181544,299.1578981,2.203825776,1.559937191,26.10277939,6,1.420000017,1,2.840000033,23.93327713,26.10277939,22.12090302,400.1474609,390.9157104,16.59502983,19.19122696,53.19062042,61.51198959,499.5456543,2001.895874,140.3737183,95.61125946,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83257609,0.002203826,299.2527794,297.0832771,320.3033327,2.251134722,3.394834571,35.50664002,16.31541306,25.01802826,3.183096803,0.131382116,1.83489738,1.348199423,0.08266354,28.60286342,0.765274687,54.94314953,387.6716108,0.009672268
7/10/21,81,617,10_10,CADE,0,12:50:18,4173.499907,0,8.951663689,0.115535127,77.48001774,247.2972272,2.643988601,2.230087305,27.35721207,6,1.420000017,0.5,2.55600003,25.70896721,27.35721207,25.10289955,400.1319275,388.1471252,11.74867058,14.87720394,33.92710495,42.96149445,499.528656,1998.951172,591.2149048,95.77432251,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83254776,0.002643989,300.5072121,298.8589672,319.8321804,2.086321608,3.654941433,38.16201814,23.2848142,26.53308964,3.482175994,0.110538612,1.424854128,2.057321866,0.069518811,23.6847244,0.637122398,40.0327412,383.4191339,0.00934642
7/10/21,82,618,10_10,CADE,0,12:50:18,4173.499907,0,8.951663689,0.115535127,77.48001774,247.2972272,2.643988601,2.230087305,27.35721207,6,1.420000017,0.5,2.55600003,25.70896721,27.35721207,25.10289955,400.1319275,388.1471252,11.74867058,14.87720394,33.92710495,42.96149445,499.528656,1998.951172,591.2149048,95.77432251,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83254776,0.002643989,300.5072121,298.8589672,319.8321804,2.086321608,3.654941433,38.16201814,23.2848142,26.53308964,3.482175994,0.110538612,1.424854128,2.057321866,0.069518811,23.6847244,0.637122398,40.0327412,383.4191339,0.00934642
